City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
532,khanpur,28.6453,70.6567,8.85,46,0,3.89,PK,1674696489
533,vila do maio,15.1333,-23.2167,19.44,73,99,2.72,CV,1674696489
534,vao,-22.6667,167.4833,26.95,78,7,2.26,NC,1674696490
535,shelburne,44.0787,-80.2041,-2.16,98,100,6.85,CA,1674696490
536,senneterre,48.3835,-77.2328,-9.14,95,100,3.09,CA,1674696491
537,yabrud,33.9674,36.6574,2.99,85,5,0.75,SY,1674696491
538,mersing,2.4312,103.8405,22.95,94,40,2.06,MY,1674696492
539,sabzevar,36.2126,57.6819,-2.39,47,0,1.33,IR,1674696493
540,tete,-16.1564,33.5867,24.05,100,75,2.06,MZ,1674696493
541,mikhaylovka,50.06,43.2379,-7.94,87,5,1.77,RU,1674696494
542,sao gabriel da cachoeira,-0.1303,-67.0892,25.09,77,98,0.63,BR,1674696495
543,harbour breton,47.4833,-55.7983,-5.28,65,64,5.33,CA,1674696495
544,lixourion,38.2019,20.4314,13.04,86,100,11.71,GR,1674696496
545,komsomolskiy,40.4272,71.7189,-7.6,79,5,2.06,UZ,1674696498
546,tunceli,39.1083,39.5471,2.1,62,77,1.62,TR,1674696498
547,egvekinot,66.3167,-179.1667,-24.85,76,1,8.9,RU,1674696499
548,hami,42.8,93.45,-12.01,44,0,3.18,CN,1674696499
549,kalmunai,7.4167,81.8167,23.76,81,100,3.2,LK,1674696500
550,kudahuvadhoo,2.6708,72.8944,26.45,74,92,2.05,MV,1674696500
551,svetlogorsk,52.6333,29.7333,-2.36,89,41,2.05,BY,1674696501
552,jiexiu,37.0244,111.9125,-4.95,29,100,3.88,CN,1674696501
553,joigny,47.9829,3.401,-0.66,91,87,1.85,FR,1674696503
554,boda,4.3189,17.4695,22.86,25,92,1.78,CF,1674696503
555,pak phanang,8.3511,100.202,26.01,73,100,3.78,TH,1674696504
556,prince rupert,54.3161,-130.3201,8.05,99,100,10.29,CA,1674696303
557,manono,-7.3,27.4167,18.51,97,100,0.56,CD,1674696505
558,monteagudo,-19.8167,-63.9833,20.85,93,100,1.06,BO,1674696506
559,yeppoon,-23.1333,150.7333,29.88,65,3,4.51,AU,1674696506
560,omaruru,-21.4333,15.9333,22.44,52,99,2.62,NA,1674696507
561,tautira,-17.7333,-149.15,26.82,83,20,8.21,PF,1674696508
562,inuvik,68.3499,-133.7218,-21.52,77,75,3.09,CA,1674696508
563,havelock,34.8791,-76.9013,20.99,86,100,5.36,US,1674696509
564,tura,25.5198,90.2201,15.5,54,54,1.12,IN,1674696510
565,pionerskiy,54.9508,20.2275,-1.81,84,99,5.6,RU,1674696511
566,teguise,29.0605,-13.564,14.12,51,75,8.23,ES,1674696283
567,ewa beach,21.3156,-158.0072,26.97,59,0,4.12,US,1674696512
568,puerto narino,-3.7703,-70.3831,22.9,97,100,0.82,CO,1674696513
569,college,64.8569,-147.8028,-11.72,78,100,1.54,US,1674696513
570,nicoya,10.1483,-85.452,25.18,78,64,3.98,CR,1674696513
571,stornoway,58.2093,-6.3865,5.98,88,100,2.06,GB,1674696514
